Simulation,Beta_flu,Beta_mrsa,Delta,Initial_infected_flu,Initial_infected_mrsa,Contact Number,Day,S,I_flu,I_mrsa,I_both,I_mrsa_R_flu,S_mrsa_R_flu
450,0.3,0.05,0.6,2,2,10,9,0,16,0,20,6,9
450,0.3,0.05,0.6,2,2,10,10,0,15,0,20,7,9
450,0.3,0.05,0.6,2,2,10,11,0,13,0,21,7,10
450,0.3,0.05,0.6,2,2,10,12,0,10,0,21,7,13
450,0.3,0.05,0.6,2,2,10,13,0,10,0,18,9,14
450,0.3,0.05,0.6,2,2,10,14,0,9,0,18,9,15
450,0.3,0.05,0.6,2,2,10,15,0,8,0,19,10,14
450,0.3,0.05,0.6,2,2,10,16,0,7,0,19,12,13
450,0.3,0.05,0.6,2,2,10,17,0,5,0,21,13,12
450,0.3,0.05,0.6,2,2,10,18,0,5,0,21,15,10
450,0.3,0.05,0.6,2,2,10,19,0,3,0,21,16,11
450,0.3,0.05,0.6,2,2,10,20,0,3,0,21,17,10
450,0.3,0.05,0.6,2,2,10,21,0,3,0,21,17,10
450,0.3,0.05,0.6,2,2,10,22,0,3,0,21,18,9
450,0.3,0.05,0.6,2,2,10,23,0,3,0,20,18,10
450,0.3,0.05,0.6,2,2,10,24,0,3,0,20,19,9
450,0.3,0.05,0.6,2,2,10,25,0,2,0,20,19,10
450,0.3,0.05,0.6,2,2,10,26,0,2,0,20,19,10
450,0.3,0.05,0.6,2,2,10,27,0,2,0,19,19,11
450,0.3,0.05,0.6,2,2,10,28,0,2,0,19,18,12
450,0.3,0.05,0.6,2,2,10,29,0,2,0,19,19,11
450,0.3,0.05,0.6,2,2,10,30,0,0,0,20,19,12
451,0.3,0.05,0.6,2,2,10,0,47,2,2,0,0,0
451,0.3,0.05,0.6,2,2,10,1,27,15,2,7,0,0
451,0.3,0.05,0.6,2,2,10,2,7,31,2,11,0,0
451,0.3,0.05,0.6,2,2,10,3,0,33,1,15,0,2
451,0.3,0.05,0.6,2,2,10,4,0,28,1,19,1,2
451,0.3,0.05,0.6,2,2,10,5,0,25,1,21,1,3
451,0.3,0.05,0.6,2,2,10,6,0,19,1,24,1,6
451,0.3,0.05,0.6,2,2,10,7,0,18,1,24,1,7
451,0.3,0.05,0.6,2,2,10,8,0,18,1,24,2,6
451,0.3,0.05,0.6,2,2,10,9,0,15,1,24,2,9
451,0.3,0.05,0.6,2,2,10,10,0,12,1,25,4,9
451,0.3,0.05,0.6,2,2,10,11,0,9,1,26,7,8
451,0.3,0.05,0.6,2,2,10,12,0,8,1,27,9,6
451,0.3,0.05,0.6,2,2,10,13,0,5,1,30,9,6
451,0.3,0.05,0.6,2,2,10,14,0,5,1,30,9,6
451,0.3,0.05,0.6,2,2,10,15,0,4,1,31,10,5
451,0.3,0.05,0.6,2,2,10,16,0,2,1,32,10,6
451,0.3,0.05,0.6,2,2,10,17,0,2,1,31,10,7
451,0.3,0.05,0.6,2,2,10,18,0,1,1,31,10,8
451,0.3,0.05,0.6,2,2,10,19,0,1,1,29,10,10
451,0.3,0.05,0.6,2,2,10,20,0,1,1,29,12,8
451,0.3,0.05,0.6,2,2,10,21,0,0,1,29,12,9
451,0.3,0.05,0.6,2,2,10,22,0,0,1,29,12,9
451,0.3,0.05,0.6,2,2,10,23,0,0,1,29,13,8
451,0.3,0.05,0.6,2,2,10,24,0,0,1,29,13,8
451,0.3,0.05,0.6,2,2,10,25,0,0,1,29,12,9
451,0.3,0.05,0.6,2,2,10,26,0,1,0,29,14,7
451,0.3,0.05,0.6,2,2,10,27,0,1,0,29,14,7
451,0.3,0.05,0.6,2,2,10,28,0,1,0,29,14,7
451,0.3,0.05,0.6,2,2,10,29,0,1,0,29,14,7
451,0.3,0.05,0.6,2,2,10,30,0,1,0,28,14,8
452,0.3,0.05,0.6,2,2,10,0,47,2,2,0,0,0
452,0.3,0.05,0.6,2,2,10,1,27,18,2,4,0,0
452,0.3,0.05,0.6,2,2,10,2,7,34,2,8,0,0
452,0.3,0.05,0.6,2,2,10,3,0,30,1,16,0,4
452,0.3,0.05,0.6,2,2,10,4,0,25,1,18,1,6
452,0.3,0.05,0.6,2,2,10,5,0,22,1,20,1,7
452,0.3,0.05,0.6,2,2,10,6,0,17,1,25,1,7
452,0.3,0.05,0.6,2,2,10,7,0,16,1,25,1,8
452,0.3,0.05,0.6,2,2,10,8,0,14,1,27,3,6
452,0.3,0.05,0.6,2,2,10,9,0,12,1,27,5,6
452,0.3,0.05,0.6,2,2,10,10,0,9,1,27,6,8
452,0.3,0.05,0.6,2,2,10,11,0,8,1,28,8,6
452,0.3,0.05,0.6,2,2,10,12,0,7,1,28,8,7
452,0.3,0.05,0.6,2,2,10,13,0,5,1,30,9,6
452,0.3,0.05,0.6,2,2,10,14,0,5,1,30,9,6
452,0.3,0.05,0.6,2,2,10,15,0,3,1,32,9,6
452,0.3,0.05,0.6,2,2,10,16,0,2,1,33,10,5
452,0.3,0.05,0.6,2,2,10,17,0,1,0,33,10,7
452,0.3,0.05,0.6,2,2,10,18,0,1,0,33,10,7
452,0.3,0.05,0.6,2,2,10,19,0,1,0,33,10,7
452,0.3,0.05,0.6,2,2,10,20,0,1,0,33,10,7
452,0.3,0.05,0.6,2,2,10,21,0,1,0,33,10,7
452,0.3,0.05,0.6,2,2,10,22,0,1,0,33,10,7
452,0.3,0.05,0.6,2,2,10,23,0,1,0,32,10,8
452,0.3,0.05,0.6,2,2,10,24,0,1,0,32,10,8
452,0.3,0.05,0.6,2,2,10,25,0,1,0,32,9,9
452,0.3,0.05,0.6,2,2,10,26,0,0,0,32,7,12
452,0.3,0.05,0.6,2,2,10,27,0,0,0,32,8,11
452,0.3,0.05,0.6,2,2,10,28,0,0,0,31,8,12
452,0.3,0.05,0.6,2,2,10,29,0,0,0,31,10,10
452,0.3,0.05,0.6,2,2,10,30,0,0,0,30,11,10
453,0.3,0.05,0.6,2,2,10,0,47,2,2,0,0,0
453,0.3,0.05,0.6,2,2,10,1,26,17,2,6,0,0
453,0.3,0.05,0.6,2,2,10,2,6,31,2,10,0,2
453,0.3,0.05,0.6,2,2,10,3,0,27,1,17,0,6
453,0.3,0.05,0.6,2,2,10,4,0,23,1,21,0,6
453,0.3,0.05,0.6,2,2,10,5,0,20,1,23,0,7
453,0.3,0.05,0.6,2,2,10,6,0,14,1,28,0,8
453,0.3,0.05,0.6,2,2,10,7,0,14,1,28,0,8
453,0.3,0.05,0.6,2,2,10,8,0,12,1,30,0,8
453,0.3,0.05,0.6,2,2,10,9,0,9,1,32,2,7
453,0.3,0.05,0.6,2,2,10,10,0,6,1,34,3,7
453,0.3,0.05,0.6,2,2,10,11,0,5,1,35,3,7
453,0.3,0.05,0.6,2,2,10,12,0,5,1,35,3,7
453,0.3,0.05,0.6,2,2,10,13,0,3,1,34,4,9
453,0.3,0.05,0.6,2,2,10,14,0,2,1,32,4,12
453,0.3,0.05,0.6,2,2,10,15,0,1,0,34,5,11
453,0.3,0.05,0.6,2,2,10,16,0,0,0,33,6,12
453,0.3,0.05,0.6,2,2,10,17,0,0,0,33,6,12
453,0.3,0.05,0.6,2,2,10,18,0,0,0,33,6,12
453,0.3,0.05,0.6,2,2,10,19,0,0,0,33,7,11
453,0.3,0.05,0.6,2,2,10,20,0,0,0,32,7,12
453,0.3,0.05,0.6,2,2,10,21,0,0,0,32,7,12
453,0.3,0.05,0.6,2,2,10,22,0,0,0,32,8,11
453,0.3,0.05,0.6,2,2,10,23,0,0,0,32,8,11
453,0.3,0.05,0.6,2,2,10,24,0,0,0,32,8,11
453,0.3,0.05,0.6,2,2,10,25,0,0,0,30,6,15
453,0.3,0.05,0.6,2,2,10,26,0,0,0,30,10,11
453,0.3,0.05,0.6,2,2,10,27,0,0,0,30,10,11
453,0.3,0.05,0.6,2,2,10,28,0,0,0,30,10,11
453,0.3,0.05,0.6,2,2,10,29,0,0,0,30,10,11
453,0.3,0.05,0.6,2,2,10,30,0,0,0,29,10,12
454,0.3,0.05,0.6,2,2,10,0,47,2,2,0,0,0
454,0.3,0.05,0.6,2,2,10,1,28,14,2,7,0,0
454,0.3,0.05,0.6,2,2,10,2,8,28,2,11,0,2
454,0.3,0.05,0.6,2,2,10,3,0,30,1,17,1,2
454,0.3,0.05,0.6,2,2,10,4,0,24,1,23,1,2
454,0.3,0.05,0.6,2,2,10,5,0,22,1,25,1,2
454,0.3,0.05,0.6,2,2,10,6,0,14,1,29,1,6
454,0.3,0.05,0.6,2,2,10,7,0,12,1,29,1,8
454,0.3,0.05,0.6,2,2,10,8,0,11,1,30,1,8
454,0.3,0.05,0.6,2,2,10,9,0,9,1,30,2,9
454,0.3,0.05,0.6,2,2,10,10,0,9,1,29,4,8
454,0.3,0.05,0.6,2,2,10,11,0,6,1,31,4,9
454,0.3,0.05,0.6,2,2,10,12,0,4,1,33,4,9
454,0.3,0.05,0.6,2,2,10,13,0,4,1,33,6,7
454,0.3,0.05,0.6,2,2,10,14,1,3,0,32,6,9
454,0.3,0.05,0.6,2,2,10,15,0,3,0,33,6,9
454,0.3,0.05,0.6,2,2,10,16,0,2,0,32,8,9
454,0.3,0.05,0.6,2,2,10,17,0,1,0,32,9,9
454,0.3,0.05,0.6,2,2,10,18,0,1,0,32,9,9
454,0.3,0.05,0.6,2,2,10,19,0,1,0,32,10,8
454,0.3,0.05,0.6,2,2,10,20,0,1,0,32,10,8
454,0.3,0.05,0.6,2,2,10,21,0,1,0,32,10,8
454,0.3,0.05,0.6,2,2,10,22,0,1,0,32,10,8
454,0.3,0.05,0.6,2,2,10,23,0,1,0,32,10,8
454,0.3,0.05,0.6,2,2,10,24,0,1,0,31,9,10
454,0.3,0.05,0.6,2,2,10,25,0,1,0,31,11,8
454,0.3,0.05,0.6,2,2,10,26,0,1,0,31,9,10
454,0.3,0.05,0.6,2,2,10,27,0,1,0,30,11,9
454,0.3,0.05,0.6,2,2,10,28,0,1,0,30,10,10
454,0.3,0.05,0.6,2,2,10,29,0,1,0,30,11,9
454,0.3,0.05,0.6,2,2,10,30,0,1,0,29,12,9
455,0.3,0.05,0.6,2,2,10,0,47,2,2,0,0,0
455,0.3,0.05,0.6,2,2,10,1,28,20,1,2,0,0
455,0.3,0.05,0.6,2,2,10,2,12,23,2,8,0,6
455,0.3,0.05,0.6,2,2,10,3,7,24,2,12,2,4
455,0.3,0.05,0.6,2,2,10,4,3,24,2,16,2,4
455,0.3,0.05,0.6,2,2,10,5,0,22,2,18,2,7
455,0.3,0.05,0.6,2,2,10,6,0,15,2,23,3,8
455,0.3,0.05,0.6,2,2,10,7,0,13,2,23,2,11
455,0.3,0.05,0.6,2,2,10,8,0,12,2,24,3,10
455,0.3,0.05,0.6,2,2,10,9,0,10,2,24,3,12
455,0.3,0.05,0.6,2,2,10,10,0,9,2,25,4,11
455,0.3,0.05,0.6,2,2,10,11,0,7,1,28,4,11
455,0.3,0.05,0.6,2,2,10,12,0,4,1,29,6,11
455,0.3,0.05,0.6,2,2,10,13,0,3,1,29,9,9
455,0.3,0.05,0.6,2,2,10,14,0,3,1,29,9,9
455,0.3,0.05,0.6,2,2,10,15,0,1,1,31,9,9
455,0.3,0.05,0.6,2,2,10,16,0,1,1,31,8,10
455,0.3,0.05,0.6,2,2,10,17,0,0,1,31,9,10
455,0.3,0.05,0.6,2,2,10,18,0,0,1,30,10,10
455,0.3,0.05,0.6,2,2,10,19,0,0,1,30,12,8
455,0.3,0.05,0.6,2,2,10,20,0,0,1,29,12,9
455,0.3,0.05,0.6,2,2,10,21,1,0,0,27,12,11
455,0.3,0.05,0.6,2,2,10,22,0,1,0,27,12,11
455,0.3,0.05,0.6,2,2,10,23,0,1,0,27,14,9
455,0.3,0.05,0.6,2,2,10,24,0,1,0,27,14,9
455,0.3,0.05,0.6,2,2,10,25,0,1,0,26,14,10
455,0.3,0.05,0.6,2,2,10,26,0,1,0,26,15,9
455,0.3,0.05,0.6,2,2,10,27,0,1,0,26,16,8
455,0.3,0.05,0.6,2,2,10,28,0,1,0,26,16,8
455,0.3,0.05,0.6,2,2,10,29,0,1,0,26,16,8
455,0.3,0.05,0.6,2,2,10,30,0,1,0,25,15,10
456,0.3,0.05,0.6,2,2,10,0,47,2,2,0,0,0
456,0.3,0.05,0.6,2,2,10,1,29,13,1,8,0,0
456,0.3,0.05,0.6,2,2,10,2,9,26,1,13,0,2
456,0.3,0.05,0.6,2,2,10,3,1,30,1,16,0,3
456,0.3,0.05,0.6,2,2,10,4,0,24,1,21,0,5
456,0.3,0.05,0.6,2,2,10,5,0,18,1,25,0,7
456,0.3,0.05,0.6,2,2,10,6,0,8,1,33,0,9
456,0.3,0.05,0.6,2,2,10,7,0,7,1,33,0,10
456,0.3,0.05,0.6,2,2,10,8,0,7,1,33,1,9
456,0.3,0.05,0.6,2,2,10,9,0,5,1,34,2,9
456,0.3,0.05,0.6,2,2,10,10,0,3,1,36,3,8
456,0.3,0.05,0.6,2,2,10,11,0,2,1,36,3,9
456,0.3,0.05,0.6,2,2,10,12,0,2,1,35,3,10
456,0.3,0.05,0.6,2,2,10,13,0,2,1,35,4,9
456,0.3,0.05,0.6,2,2,10,14,0,2,1,35,4,9
456,0.3,0.05,0.6,2,2,10,15,0,1,1,36,4,9
456,0.3,0.05,0.6,2,2,10,16,0,0,1,37,6,7
456,0.3,0.05,0.6,2,2,10,17,0,0,1,37,6,7
456,0.3,0.05,0.6,2,2,10,18,0,1,0,35,6,9
456,0.3,0.05,0.6,2,2,10,19,0,1,0,34,7,9
456,0.3,0.05,0.6,2,2,10,20,0,1,0,34,8,8
456,0.3,0.05,0.6,2,2,10,21,0,1,0,33,6,11
456,0.3,0.05,0.6,2,2,10,22,0,1,0,33,7,10
456,0.3,0.05,0.6,2,2,10,23,0,1,0,33,9,8
456,0.3,0.05,0.6,2,2,10,24,0,1,0,33,9,8
456,0.3,0.05,0.6,2,2,10,25,0,1,0,32,8,10
456,0.3,0.05,0.6,2,2,10,26,0,1,0,31,8,11
456,0.3,0.05,0.6,2,2,10,27,0,1,0,31,8,11
456,0.3,0.05,0.6,2,2,10,28,0,0,0,31,8,12
456,0.3,0.05,0.6,2,2,10,29,0,0,0,31,8,12
456,0.3,0.05,0.6,2,2,10,30,0,0,0,30,9,12
457,0.3,0.05,0.6,2,2,10,0,47,2,2,0,0,0
457,0.3,0.05,0.6,2,2,10,1,27,18,2,4,0,0
457,0.3,0.05,0.6,2,2,10,2,7,27,2,11,0,4
457,0.3,0.05,0.6,2,2,10,3,0,27,1,16,0,7
457,0.3,0.05,0.6,2,2,10,4,0,23,1,19,0,8
457,0.3,0.05,0.6,2,2,10,5,0,20,0,21,1,9
457,0.3,0.05,0.6,2,2,10,6,0,15,0,25,1,10
457,0.3,0.05,0.6,2,2,10,7,0,13,0,25,1,12
457,0.3,0.05,0.6,2,2,10,8,0,10,0,28,2,11
457,0.3,0.05,0.6,2,2,10,9,0,8,0,28,4,11
457,0.3,0.05,0.6,2,2,10,10,0,6,0,30,5,10
457,0.3,0.05,0.6,2,2,10,11,0,5,0,31,6,9
457,0.3,0.05,0.6,2,2,10,12,0,4,0,31,7,9
457,0.3,0.05,0.6,2,2,10,13,0,3,0,30,9,9
457,0.3,0.05,0.6,2,2,10,14,0,3,0,30,9,9
457,0.3,0.05,0.6,2,2,10,15,0,3,0,30,11,7
457,0.3,0.05,0.6,2,2,10,16,0,2,0,30,10,9
457,0.3,0.05,0.6,2,2,10,17,0,1,0,31,10,9
457,0.3,0.05,0.6,2,2,10,18,0,1,0,31,10,9
457,0.3,0.05,0.6,2,2,10,19,0,1,0,31,11,8
457,0.3,0.05,0.6,2,2,10,20,0,1,0,31,11,8
457,0.3,0.05,0.6,2,2,10,21,0,1,0,31,11,8
457,0.3,0.05,0.6,2,2,10,22,0,1,0,31,11,8
457,0.3,0.05,0.6,2,2,10,23,0,0,0,31,11,9
457,0.3,0.05,0.6,2,2,10,24,0,0,0,30,11,10
457,0.3,0.05,0.6,2,2,10,25,0,0,0,30,12,9
457,0.3,0.05,0.6,2,2,10,26,0,0,0,30,12,9
457,0.3,0.05,0.6,2,2,10,27,0,0,0,29,12,10
457,0.3,0.05,0.6,2,2,10,28,0,0,0,29,12,10
457,0.3,0.05,0.6,2,2,10,29,0,0,0,29,12,10
457,0.3,0.05,0.6,2,2,10,30,0,0,0,28,10,13
458,0.3,0.05,0.6,2,2,10,0,47,2,2,0,0,0
458,0.3,0.05,0.6,2,2,10,1,28,15,2,6,0,0
458,0.3,0.05,0.6,2,2,10,2,8,28,2,13,0,0
458,0.3,0.05,0.6,2,2,10,3,0,26,1,19,0,5
458,0.3,0.05,0.6,2,2,10,4,0,22,1,22,0,6
458,0.3,0.05,0.6,2,2,10,5,0,20,1,24,0,6
458,0.3,0.05,0.6,2,2,10,6,0,12,1,28,0,10
458,0.3,0.05,0.6,2,2,10,7,0,12,1,27,0,11
458,0.3,0.05,0.6,2,2,10,8,0,10,1,29,0,11
458,0.3,0.05,0.6,2,2,10,9,0,9,1,30,2,9
458,0.3,0.05,0.6,2,2,10,10,0,6,1,31,2,11
458,0.3,0.05,0.6,2,2,10,11,0,2,1,33,3,12
458,0.3,0.05,0.6,2,2,10,12,0,1,1,33,2,14
458,0.3,0.05,0.6,2,2,10,13,0,1,1,32,5,12
458,0.3,0.05,0.6,2,2,10,14,0,1,1,32,4,13
458,0.3,0.05,0.6,2,2,10,15,0,1,1,32,6,11
458,0.3,0.05,0.6,2,2,10,16,0,1,1,32,7,10
458,0.3,0.05,0.6,2,2,10,17,0,1,1,31,6,12
458,0.3,0.05,0.6,2,2,10,18,0,1,1,30,7,12
458,0.3,0.05,0.6,2,2,10,19,0,1,1,30,8,11
458,0.3,0.05,0.6,2,2,10,20,0,1,1,30,8,11
458,0.3,0.05,0.6,2,2,10,21,1,1,0,30,7,12
458,0.3,0.05,0.6,2,2,10,22,0,2,0,30,8,11
458,0.3,0.05,0.6,2,2,10,23,0,1,0,30,8,12
458,0.3,0.05,0.6,2,2,10,24,0,1,0,30,9,11
458,0.3,0.05,0.6,2,2,10,25,0,1,0,29,9,12
458,0.3,0.05,0.6,2,2,10,26,0,1,0,29,10,11
458,0.3,0.05,0.6,2,2,10,27,0,1,0,28,10,12
458,0.3,0.05,0.6,2,2,10,28,0,1,0,27,10,13
458,0.3,0.05,0.6,2,2,10,29,0,1,0,27,12,11
458,0.3,0.05,0.6,2,2,10,30,0,1,0,27,12,11
459,0.3,0.05,0.6,2,2,10,0,47,2,2,0,0,0
459,0.3,0.05,0.6,2,2,10,1,29,15,1,6,0,0
459,0.3,0.05,0.6,2,2,10,2,9,27,1,13,0,1
459,0.3,0.05,0.6,2,2,10,3,1,32,1,16,1,0
459,0.3,0.05,0.6,2,2,10,4,0,31,0,19,0,1
459,0.3,0.05,0.6,2,2,10,5,0,28,0,20,0,3
459,0.3,0.05,0.6,2,2,10,6,0,23,0,24,0,4
459,0.3,0.05,0.6,2,2,10,7,0,21,0,24,0,6
459,0.3,0.05,0.6,2,2,10,8,0,21,0,24,1,5
459,0.3,0.05,0.6,2,2,10,9,0,18,0,25,2,6
459,0.3,0.05,0.6,2,2,10,10,0,17,0,26,2,6
459,0.3,0.05,0.6,2,2,10,11,0,14,0,28,2,7
459,0.3,0.05,0.6,2,2,10,12,0,14,0,28,2,7
459,0.3,0.05,0.6,2,2,10,13,0,13,0,28,2,8
459,0.3,0.05,0.6,2,2,10,14,0,12,0,28,2,9
459,0.3,0.05,0.6,2,2,10,15,0,11,0,29,2,9
459,0.3,0.05,0.6,2,2,10,16,0,8,0,29,3,11
459,0.3,0.05,0.6,2,2,10,17,0,7,0,28,3,13
459,0.3,0.05,0.6,2,2,10,18,0,6,0,28,3,14
459,0.3,0.05,0.6,2,2,10,19,0,6,0,28,2,15
459,0.3,0.05,0.6,2,2,10,20,0,5,0,27,3,16
459,0.3,0.05,0.6,2,2,10,21,0,5,0,27,3,16
459,0.3,0.05,0.6,2,2,10,22,0,5,0,27,3,16
459,0.3,0.05,0.6,2,2,10,23,0,5,0,27,3,16
459,0.3,0.05,0.6,2,2,10,24,0,5,0,27,6,13
459,0.3,0.05,0.6,2,2,10,25,0,5,0,27,8,11
459,0.3,0.05,0.6,2,2,10,26,0,4,0,28,11,8
459,0.3,0.05,0.6,2,2,10,27,0,4,0,28,9,10
459,0.3,0.05,0.6,2,2,10,28,0,4,0,28,8,11
459,0.3,0.05,0.6,2,2,10,29,0,4,0,28,8,11
459,0.3,0.05,0.6,2,2,10,30,0,3,0,28,8,12
460,0.3,0.05,0.6,2,2,10,0,47,2,2,0,0,0
460,0.3,0.05,0.6,2,2,10,1,30,15,1,5,0,0
460,0.3,0.05,0.6,2,2,10,2,10,29,1,8,0,3
460,0.3,0.05,0.6,2,2,10,3,0,32,1,11,0,7
460,0.3,0.05,0.6,2,2,10,4,0,25,1,14,1,10
460,0.3,0.05,0.6,2,2,10,5,0,23,0,15,3,10
460,0.3,0.05,0.6,2,2,10,6,0,19,0,19,5,8
460,0.3,0.05,0.6,2,2,10,7,0,19,0,19,5,8
460,0.3,0.05,0.6,2,2,10,8,0,18,0,20,6,7
460,0.3,0.05,0.6,2,2,10,9,0,15,0,22,6,8
460,0.3,0.05,0.6,2,2,10,10,0,13,0,22,6,10
460,0.3,0.05,0.6,2,2,10,11,0,10,0,24,6,11
460,0.3,0.05,0.6,2,2,10,12,0,10,0,24,5,12
460,0.3,0.05,0.6,2,2,10,13,0,9,0,24,6,12
460,0.3,0.05,0.6,2,2,10,14,0,7,0,24,6,14
460,0.3,0.05,0.6,2,2,10,15,0,7,0,24,7,13
460,0.3,0.05,0.6,2,2,10,16,0,5,0,25,8,13
460,0.3,0.05,0.6,2,2,10,17,0,3,0,27,8,13
460,0.3,0.05,0.6,2,2,10,18,0,2,0,25,9,15
460,0.3,0.05,0.6,2,2,10,19,0,2,0,25,10,14
460,0.3,0.05,0.6,2,2,10,20,0,1,0,26,9,15
460,0.3,0.05,0.6,2,2,10,21,0,0,0,26,9,16
460,0.3,0.05,0.6,2,2,10,22,0,0,0,26,11,14
460,0.3,0.05,0.6,2,2,10,23,0,0,0,26,11,14
460,0.3,0.05,0.6,2,2,10,24,0,0,0,25,13,13
460,0.3,0.05,0.6,2,2,10,25,0,0,0,25,14,12
460,0.3,0.05,0.6,2,2,10,26,0,0,0,25,14,12
460,0.3,0.05,0.6,2,2,10,27,0,0,0,25,14,12
460,0.3,0.05,0.6,2,2,10,28,0,0,0,25,14,12
460,0.3,0.05,0.6,2,2,10,29,0,0,0,25,14,12
460,0.3,0.05,0.6,2,2,10,30,0,0,0,25,13,13
461,0.3,0.05,0.6,2,2,10,0,47,2,2,0,0,0
461,0.3,0.05,0.6,2,2,10,1,27,17,1,6,0,0
461,0.3,0.05,0.6,2,2,10,2,7,29,1,12,0,2
461,0.3,0.05,0.6,2,2,10,3,3,26,1,14,0,7
461,0.3,0.05,0.6,2,2,10,4,3,20,1,18,0,9
461,0.3,0.05,0.6,2,2,10,5,0,21,1,19,0,10
461,0.3,0.05,0.6,2,2,10,6,0,16,1,21,3,10
461,0.3,0.05,0.6,2,2,10,7,0,14,1,20,3,13
461,0.3,0.05,0.6,2,2,10,8,0,14,0,21,5,11
461,0.3,0.05,0.6,2,2,10,9,0,13,0,20,6,12
461,0.3,0.05,0.6,2,2,10,10,0,13,0,19,8,11
461,0.3,0.05,0.6,2,2,10,11,0,11,0,19,9,12
461,0.3,0.05,0.6,2,2,10,12,0,11,0,19,7,14
461,0.3,0.05,0.6,2,2,10,13,0,9,0,21,9,12
461,0.3,0.05,0.6,2,2,10,14,0,9,0,21,9,12
461,0.3,0.05,0.6,2,2,10,15,0,8,0,22,9,12
461,0.3,0.05,0.6,2,2,10,16,0,7,0,23,9,12
461,0.3,0.05,0.6,2,2,10,17,0,7,0,23,8,13
461,0.3,0.05,0.6,2,2,10,18,0,6,0,23,9,13
461,0.3,0.05,0.6,2,2,10,19,0,6,0,23,9,13
461,0.3,0.05,0.6,2,2,10,20,0,6,0,22,9,14
461,0.3,0.05,0.6,2,2,10,21,0,6,0,22,9,14
461,0.3,0.05,0.6,2,2,10,22,0,6,0,22,10,13
461,0.3,0.05,0.6,2,2,10,23,0,6,0,22,10,13
461,0.3,0.05,0.6,2,2,10,24,0,6,0,20,10,15
461,0.3,0.05,0.6,2,2,10,25,0,5,0,20,9,17
461,0.3,0.05,0.6,2,2,10,26,0,5,0,20,9,17
461,0.3,0.05,0.6,2,2,10,27,0,3,0,18,11,19
461,0.3,0.05,0.6,2,2,10,28,0,2,0,17,11,21
461,0.3,0.05,0.6,2,2,10,29,0,2,0,17,12,20
461,0.3,0.05,0.6,2,2,10,30,0,1,0,18,13,19
462,0.3,0.05,0.6,2,2,10,0,47,2,2,0,0,0
462,0.3,0.05,0.6,2,2,10,1,26,17,2,6,0,0
462,0.3,0.05,0.6,2,2,10,2,6,29,2,11,0,3
462,0.3,0.05,0.6,2,2,10,3,0,29,1,17,0,4
462,0.3,0.05,0.6,2,2,10,4,0,25,1,17,1,7
462,0.3,0.05,0.6,2,2,10,5,0,20,1,18,3,9
462,0.3,0.05,0.6,2,2,10,6,0,16,1,21,5,8
462,0.3,0.05,0.6,2,2,10,7,0,15,1,20,5,10
462,0.3,0.05,0.6,2,2,10,8,0,14,1,21,6,9
462,0.3,0.05,0.6,2,2,10,9,0,12,1,22,7,9
462,0.3,0.05,0.6,2,2,10,10,0,9,1,24,8,9
462,0.3,0.05,0.6,2,2,10,11,0,6,1,26,9,9
462,0.3,0.05,0.6,2,2,10,12,0,4,1,27,11,8
462,0.3,0.05,0.6,2,2,10,13,0,4,0,28,11,8
462,0.3,0.05,0.6,2,2,10,14,0,4,0,28,11,8
462,0.3,0.05,0.6,2,2,10,15,0,3,0,29,12,7
462,0.3,0.05,0.6,2,2,10,16,0,3,0,29,12,7
462,0.3,0.05,0.6,2,2,10,17,0,3,0,28,12,8
462,0.3,0.05,0.6,2,2,10,18,0,3,0,28,14,6
462,0.3,0.05,0.6,2,2,10,19,0,3,0,27,16,5
462,0.3,0.05,0.6,2,2,10,20,0,3,0,27,17,4
462,0.3,0.05,0.6,2,2,10,21,0,2,0,27,17,5
462,0.3,0.05,0.6,2,2,10,22,0,2,0,27,17,5
462,0.3,0.05,0.6,2,2,10,23,0,2,0,26,17,6
462,0.3,0.05,0.6,2,2,10,24,0,1,0,27,18,5
462,0.3,0.05,0.6,2,2,10,25,0,1,0,25,16,9
462,0.3,0.05,0.6,2,2,10,26,0,1,0,25,18,7
462,0.3,0.05,0.6,2,2,10,27,0,1,0,25,17,8
462,0.3,0.05,0.6,2,2,10,28,0,1,0,25,17,8
462,0.3,0.05,0.6,2,2,10,29,0,1,0,25,19,6
462,0.3,0.05,0.6,2,2,10,30,0,1,0,24,18,8
463,0.3,0.05,0.6,2,2,10,0,47,2,2,0,0,0
463,0.3,0.05,0.6,2,2,10,1,27,16,2,6,0,0
463,0.3,0.05,0.6,2,2,10,2,7,33,2,8,0,1
463,0.3,0.05,0.6,2,2,10,3,0,33,1,15,0,2
463,0.3,0.05,0.6,2,2,10,4,0,27,1,18,1,4
463,0.3,0.05,0.6,2,2,10,5,0,25,1,20,1,4
463,0.3,0.05,0.6,2,2,10,6,0,18,1,25,1,6
463,0.3,0.05,0.6,2,2,10,7,0,16,1,25,1,8
463,0.3,0.05,0.6,2,2,10,8,0,16,1,25,2,7
463,0.3,0.05,0.6,2,2,10,9,0,14,1,26,2,8
463,0.3,0.05,0.6,2,2,10,10,0,13,1,27,3,7
463,0.3,0.05,0.6,2,2,10,11,0,9,1,29,3,9
463,0.3,0.05,0.6,2,2,10,12,0,9,1,29,5,7
463,0.3,0.05,0.6,2,2,10,13,0,7,1,31,4,8
